ï»¿ID,Start time,Completion time,Location,Ward/Branch,Stake,Route,Time Spent Collecting Donations,# of Adult Volunteers,# of Youth Volunteers,Doors in Route,Donation Bags Collected,Completed More Than One Route,Routes Completed,Additional Routes completed (2 routes),Additional routes completed (3 routes),Additional routes completed (3 routes)2,Additional routes completed (More than 3 Routes),Additional routes completed (More than 3 Routes)2,Additional routes completed (More than 3 Routes)3,Neighbourhood,Ward,Assessed Value,Minutes Spent Collecting Donations,Assessed Value,Latitude,Longitude,New Route Number/Name
216,2024-09-28 11:51,2024-09-28 11:53,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,4,1 Hour - 1.5 Hours,2,0,210,18,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,90,503500,53.42374423,-113.5051636,Gateway Stake 81
217,2024-09-28 11:48,2024-09-28 11:53,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,154,0 - 30 Minutes,2,1,60,16,0,1,,,,,,,CLAREVIEW,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 65
218,2024-09-28 11:50,2024-09-28 11:53,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,#8,30 - 60 Minutes,2,1,150,22,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,60,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 66
219,2024-09-28 11:37,2024-09-28 11:53,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,129,0 - 30 Minutes,2,0,9,9,0,1,,,,,,,CLAREVIEW,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 67
220,2024-09-28 11:50,2024-09-28 11:53,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,7 Herb madlung,30 - 60 Minutes,2,0,167,25,0,1,,,,,,,WOODBEND,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 29
221,2024-09-28 11:51,2024-09-28 11:54,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,0,2+ Hours,2,4,190,20,1,2,0,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,120,503500,53.42374423,-113.5051636,Gateway Stake 82
222,2024-09-28 11:53,2024-09-28 11:54,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,212,1 Hour - 1.5 Hours,2,2,110,30,0,1,,,,,,,CLAREVIEW,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 68
223,2024-09-28 11:51,2024-09-28 11:54,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,55,1 Hour - 1.5 Hours,2,0,174,17,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,90,1154500,53.42045712828527,-113.5399461,Riverbend Stake 30
224,2024-09-28 11:53,2024-09-28 11:54,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Ritchie 1 ,30 - 60 Minutes,2,0,212,16,0,1,,,,,,,CONNORS HILL,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 69
225,2024-09-28 11:45,2024-09-28 11:55,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,20,1 Hour - 1.5 Hours,2,0,150,20,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 83
226,2024-09-28 11:52,2024-09-28 11:55,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,39,0 - 30 Minutes,2,3,195,16,0,1,,,,,,,TERWILLEGAR PARK,,703525,30,703525,53.44964276918846,-113.5384964,Riverbend Stake 31
227,2024-09-28 11:53,2024-09-28 11:55,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,10,0 - 30 Minutes,3,0,100,27,1,2,11,,,,,,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 84
228,2024-09-28 11:54,2024-09-28 11:55,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,Butchike,0 - 30 Minutes,2,2,100,9,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,30,1154500,53.42045712828527,-113.5399461,Riverbend Stake 32
229,2024-09-28 11:52,2024-09-28 11:55,Bonnie Doon Stake Centre,Southgate Ward,Bonnie Doon Stake,Ottewell 7,30 - 60 Minutes,2,0,147,23,0,1,,,,,,,SOUTHGATE,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 70
230,2024-09-28 11:44,2024-09-28 11:56,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,10,0 - 30 Minutes,1,2,6,7,0,1,,,,,,,LONDONDERRY,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 71
231,2024-09-28 11:52,2024-09-28 11:56,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,37,30 - 60 Minutes,2,0,246,30,1,2,2,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 85
232,2024-09-28 11:50,2024-09-28 11:56,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,18,30 - 60 Minutes,2,3,131,25,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 86
233,2024-09-28 11:55,2024-09-28 11:56,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,47,0 - 30 Minutes,2,2,172,16,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,30,1154500,53.42045712828527,-113.5399461,Riverbend Stake 33
234,2024-09-28 11:53,2024-09-28 11:57,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Evansdale f ,30 - 60 Minutes,4,0,301,19,1,2,Belle rive a,,,,,,GRIESBACH,Anirniq Ward,6666500,60,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 18
235,2024-09-28 11:49,2024-09-28 11:57,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,18,1 Hour - 1.5 Hours,2,0,236,40,0,1,,,,,,,ELLERSLIE,Karhiio Ward,797500,90,797500,53.43159314034627,-113.44636,Gateway Stake 87
236,2024-09-28 11:55,2024-09-28 11:57,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,9,0 - 30 Minutes,1,4,19,22,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 88
237,2024-09-28 11:54,2024-09-28 11:58,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Sweetgrass 2,30 - 60 Minutes,2,4,120,16,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 34
238,2024-09-28 11:54,2024-09-28 11:58,Bearspaw Chapel,Southgate Ward,Bonnie Doon Stake,Ld2,1 Hour - 1.5 Hours,2,0,300,56,1,3,,Ld3,86,,,,SOUTHGATE,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 72
239,2024-09-28 11:55,2024-09-28 11:58,Gateway Stake Centre ,Lee Ridge Ward,Gateway Stake,6,1 Hour - 1.5 Hours,5,2,27,31,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 89
240,2024-09-28 11:56,2024-09-28 11:58,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,2,30 - 60 Minutes,1,3,236,32,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 90
241,2024-09-28 11:54,2024-09-28 11:58,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,7,0 - 30 Minutes,3,0,90,30,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,30,503500,53.42374423,-113.5051636,Gateway Stake 91
242,2024-09-28 11:55,2024-09-28 11:58,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,32/Todd Coleman,1 Hour - 1.5 Hours,4,3,145,21,1,2,33,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 35
243,2024-09-28 11:57,2024-09-28 11:59,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,16,30 - 60 Minutes,6,3,171,50,0,1,,,,,,,TERWILLEGAR PARK,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 36
244,2024-09-28 11:58,2024-09-28 11:59,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,4-3.2,30 - 60 Minutes,1,1,240,31,0,1,,,,,,,NAMAO,,6666500,60,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 19
245,2024-09-28 11:55,2024-09-28 12:00,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,60,2+ Hours,2,1,223,100,0,1,,,,,,,TERWILLEGAR PARK,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 37
246,2024-09-28 11:53,2024-09-28 12:00,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,199,1 Hour - 1.5 Hours,1,2,160,19,0,1,,,,,,,CLAREVIEW,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 73
247,2024-09-28 11:58,2024-09-28 12:01,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,46,2+ Hours,2,4,186,21,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,120,503500,53.42374423,-113.5051636,Gateway Stake 92
248,2024-09-28 11:59,2024-09-28 12:01,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,32,30 - 60 Minutes,2,2,200,30,1,2,33,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 93
249,2024-09-28 11:59,2024-09-28 12:01,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,Stewarts,1 Hour - 1.5 Hours,2,2,500,58,1,3,,Stewart,Stewart,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 38
250,2024-09-28 11:54,2024-09-28 12:02,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,169,0 - 30 Minutes,2,1,126,9,0,1,,,,,,,CLAREVIEW,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 74
251,2024-09-28 11:57,2024-09-28 12:02,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,68,1 Hour - 1.5 Hours,1,2,147,36,1,2,69,,,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 94
252,2024-09-28 12:00,2024-09-28 12:02,Gateway Stake Centre ,Lee Ridge Ward,Gateway Stake,65,30 - 60 Minutes,2,0,137,28,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,60,28618500,53.47232073,-113.4502878,Gateway Stake 95
253,2024-09-28 12:02,2024-09-28 12:03,Bearspaw Chapel,Southgate Ward,Bonnie Doon Stake,LD1,1 Hour - 1.5 Hours,2,4,158,35,0,1,,,,,,,SOUTHGATE,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 75
254,2024-09-28 12:00,2024-09-28 12:03,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,160,1 Hour - 1.5 Hours,2,0,19,19,1,2,159,,,,,,CLAREVIEW,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 76
255,2024-09-28 11:58,2024-09-28 12:04,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,31/lee ridge,0 - 30 Minutes,3,0,175,30,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,30,162000,53.45921603129749,-113.3818037,Gateway Stake 96
256,2024-09-28 11:58,2024-09-28 12:04,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,197,30 - 60 Minutes,2,2,197,45,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 39
257,2024-09-28 12:03,2024-09-28 12:04,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Caernarvon C,0 - 30 Minutes,1,3,96,16,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,30,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 20
258,2024-09-28 11:54,2024-09-28 12:05,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,lymburn 5 ,1 Hour - 1.5 Hours,5,0,326,53,1,2,lymburn 6,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 40
259,2024-09-28 11:58,2024-09-28 12:06,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,4,30 - 60 Minutes,2,0,139,19,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,60,1154500,53.42045712828527,-113.5399461,Riverbend Stake 41
260,2024-09-28 12:03,2024-09-28 12:06,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,184,0 - 30 Minutes,1,1,300,27,1,3,,166,164,,,,CLAREVIEW,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 77
261,2024-09-28 11:56,2024-09-28 12:06,Gateway Stake Centre ,Blackmud Creek Ward,Gateway Stake,90 street sw,2+ Hours,2,6,300,50,1,2,Summerside link,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,120,503500,53.42374423,-113.5051636,Gateway Stake 97
262,2024-09-28 12:05,2024-09-28 12:06,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,1,30 - 60 Minutes,1,0,50,10,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,60,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 78
263,2024-09-28 12:00,2024-09-28 12:06,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,0,1 Hour - 1.5 Hours,1,2,0,45,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 98
264,2024-09-28 12:02,2024-09-28 12:07,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,46,1 Hour - 1.5 Hours,3,0,350,45,1,2,53,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,90,1154500,53.42045712828527,-113.5399461,Riverbend Stake 42
265,2024-09-28 12:02,2024-09-28 12:07,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,29,1 Hour - 1.5 Hours,4,1,203,30,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 99
266,2024-09-28 11:49,2024-09-28 12:07,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,8,30 - 60 Minutes,2,0,31,39,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 79
267,2024-09-28 11:56,2024-09-28 12:08,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,23,1 Hour - 1.5 Hours,2,0,50,40,0,1,,,,,,,LONDONDERRY,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 80
268,2024-09-28 12:04,2024-09-28 12:08,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,39,1 Hour - 1.5 Hours,2,1,176,20,1,2,53,,,,,,ELLERSLIE,Karhiio Ward,797500,90,797500,53.43159314034627,-113.44636,Gateway Stake 100
269,2024-09-28 12:04,2024-09-28 12:09,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,"18,19",1 Hour - 1.5 Hours,3,1,354,59,1,2,19,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 43
270,2024-09-28 12:02,2024-09-28 12:09,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,70,30 - 60 Minutes,2,2,100,12,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 101
271,2024-09-28 12:05,2024-09-28 12:09,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,goldbar 1,2+ Hours,1,2,185,25,1,2,goldbar 4,,,,,,CONNORS HILL,,837500,120,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 81
272,2024-09-28 12:08,2024-09-28 12:10,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,19,1 Hour - 1.5 Hours,2,0,30,40,0,1,,,,,,,LONDONDERRY,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 82
273,2024-09-28 12:07,2024-09-28 12:10,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,30,30 - 60 Minutes,2,0,174,25,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 102
274,2024-09-28 12:07,2024-09-28 12:10,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,Brookside 1,0 - 30 Minutes,1,5,66,12,1,2,Brooksode 2,,,,,,RABBIT HILL,,703525,30,703525,53.44964276918846,-113.5384964,Riverbend Stake 44
275,2024-09-28 12:06,2024-09-28 12:10,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,10,2+ Hours,3,8,400,41,1,3,,11,15,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,120,140000,53.44341912235957,-113.4026104,Gateway Stake 103
276,2024-09-28 12:10,2024-09-28 12:10,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Caernarvon B,2+ Hours,2,0,160,32,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,120,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 21
277,2024-09-28 12:00,2024-09-28 12:10,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Ag2,1 Hour - 1.5 Hours,2,3,209,80,0,1,,,,,,,GREENFIELD,papastew Ward,295500,90,295500,53.476048825243744,-113.5371848,Riverbend Stake 45
278,2024-09-28 12:09,2024-09-28 12:11,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,56 Daly Grove,0 - 30 Minutes,1,0,138,4,0,1,,,,,,,RIO VISTA,,8015783.871,30,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 104
279,2024-09-28 12:03,2024-09-28 12:11,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,128,30 - 60 Minutes,0,2,0,30,0,1,,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 83
280,2024-09-28 12:09,2024-09-28 12:11,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Ottewell 8,1 Hour - 1.5 Hours,2,0,242,46,0,1,,,,,,,CONNORS HILL,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 84
281,2024-09-28 12:07,2024-09-28 12:12,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,1,30 - 60 Minutes,2,0,150,25,0,1,,,,,,,CONNORS HILL,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 85
282,2024-09-28 12:08,2024-09-28 12:12,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,39,30 - 60 Minutes,2,9,20,26,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 86
283,2024-09-28 12:09,2024-09-28 12:12,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,12,1 Hour - 1.5 Hours,4,0,346,73,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 46
284,2024-09-28 12:07,2024-09-28 12:12,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,3-1.1a,1 Hour - 1.5 Hours,3,0,135,14,0,1,,,,,,,NAMAO,,6666500,90,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 22
285,2024-09-28 12:10,2024-09-28 12:13,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,10,30 - 60 Minutes,4,0,250,54,0,1,,,,,,,TERWILLEGAR PARK,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 47
286,2024-09-28 12:11,2024-09-28 12:13,Gateway Stake Centre ,Lee Ridge Ward,Gateway Stake,44,1 Hour - 1.5 Hours,1,2,166,24,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 105
287,2024-09-28 12:10,2024-09-28 12:13,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,44,0 - 30 Minutes,1,1,200,58,1,3,,43,42,,,,ELLERSLIE,Karhiio Ward,797500,30,797500,53.43159314034627,-113.44636,Gateway Stake 106
288,2024-09-28 12:09,2024-09-28 12:13,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,15,30 - 60 Minutes,3,2,207,36,0,1,,,,,,,ELLERSLIE,Karhiio Ward,797500,60,797500,53.43159314034627,-113.44636,Gateway Stake 107
289,2024-09-28 12:12,2024-09-28 12:15,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,18,0 - 30 Minutes,4,4,100,25,0,1,,,,,,,WOODBEND,,703525,30,703525,53.44964276918846,-113.5384964,Riverbend Stake 48
290,2024-09-28 12:13,2024-09-28 12:15,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,15,30 - 60 Minutes,4,1,60,14,0,1,,,,,,,WOODBEND,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 49
291,2024-09-28 12:06,2024-09-28 12:15,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,45,1 Hour - 1.5 Hours,1,4,250,56,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 50
292,2024-09-28 12:13,2024-09-28 12:15,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,"5,8",1 Hour - 1.5 Hours,1,1,100,30,1,2,5,,,,,,ELLERSLIE,Karhiio Ward,797500,90,797500,53.43159314034627,-113.44636,Gateway Stake 108
293,2024-09-28 12:13,2024-09-28 12:16,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,46,30 - 60 Minutes,2,4,264,35,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 109
294,2024-09-28 12:11,2024-09-28 12:16,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,205,1 Hour - 1.5 Hours,1,0,65,70,1,2,219,,,,,,CLAREVIEW,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 87
295,2024-09-28 12:06,2024-09-28 12:16,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,138,2+ Hours,2,0,49,73,1,3,,168,131,,,,CLAREVIEW,,837500,120,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 88
296,2024-09-28 12:13,2024-09-28 12:16,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,32,30 - 60 Minutes,2,2,205,10,1,2,33,,,,,,ELLERSLIE,Karhiio Ward,797500,60,797500,53.43159314034627,-113.44636,Gateway Stake 110
297,2024-09-28 12:15,2024-09-28 12:17,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,42,1 Hour - 1.5 Hours,2,0,160,42,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 51
298,2024-09-28 12:15,2024-09-28 12:17,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,3-2.2B,30 - 60 Minutes,2,1,106,23,0,1,,,,,,,NAMAO,,6666500,60,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 23
299,2024-09-28 12:15,2024-09-28 12:17,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,49,1 Hour - 1.5 Hours,3,0,195,29,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 52
300,2024-09-28 12:13,2024-09-28 12:18,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,36,1 Hour - 1.5 Hours,2,1,140,20,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,90,140000,53.44341912235957,-113.4026104,Gateway Stake 111
301,2024-09-28 12:01,2024-09-28 12:19,Bearspaw Chapel,Rabbit Hill Ward,Riverbend Stake,Ld7,1 Hour - 1.5 Hours,2,4,127,58,0,1,,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 53
302,2024-09-28 12:11,2024-09-28 12:19,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,Terwiliger park,1 Hour - 1.5 Hours,2,0,175,25,1,2,175,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 54
303,2024-09-28 12:10,2024-09-28 12:19,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,0,30 - 60 Minutes,2,0,200,22,0,1,,,,,,,NAMAO,,6666500,60,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 24
304,2024-09-28 12:17,2024-09-28 12:19,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,38,1 Hour - 1.5 Hours,4,9,171,26,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 55
305,2024-09-28 12:15,2024-09-28 12:19,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,1,30 - 60 Minutes,2,4,245,25,1,2,4,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 112
306,2024-09-28 12:19,2024-09-28 12:19,Bearspaw Chapel,Southgate Ward,Bonnie Doon Stake,3,2+ Hours,2,2,150,46,1,2,86,,,,,,SOUTHGATE,,837500,120,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 89
307,2024-09-28 12:18,2024-09-28 12:20,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Carlisle C,30 - 60 Minutes,2,0,150,16,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,60,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 25
308,2024-09-28 12:19,2024-09-28 12:21,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,54,0 - 30 Minutes,2,4,136,20,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,30,1154500,53.42045712828527,-113.5399461,Riverbend Stake 56
309,2024-09-28 12:17,2024-09-28 12:21,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,43 - ramsay heights,1 Hour - 1.5 Hours,3,2,164,30,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 57
310,2024-09-28 12:17,2024-09-28 12:21,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,13,1 Hour - 1.5 Hours,2,4,300,75,1,3,,21,22,,,,ELLERSLIE,Karhiio Ward,797500,90,797500,53.43159314034627,-113.44636,Gateway Stake 113
311,2024-09-28 12:16,2024-09-28 12:21,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,205,1 Hour - 1.5 Hours,1,0,225,80,1,2,218,,,,,,CLAREVIEW,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 90
312,2024-09-28 12:18,2024-09-28 12:21,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,28,30 - 60 Minutes,2,3,230,42,1,2,28A,,,,,,ELLERSLIE,Karhiio Ward,797500,60,797500,53.43159314034627,-113.44636,Gateway Stake 114
